"@title,""Spanish""";
"#02754,""Apparently this ski resort is the best in the area? Well, let's see!""";
",""Hmm, yes. It's pretty amazing. I could stay here all day!""";
"#02755,""It's easy to come here by train now, so I finally made the trip.""";
",""I'm a detective, so you know, any unexplained murders, call me right away. Just not when I'm skiing.""";
"#02756,""I figured I needed a change of scenery to compose a brand new song in a fresh style.""";
",""Nature should provide inspiration for me. Yes... I can hear already… Da da da, di di di...""";
"#02757,""I heard that this ski resort is very big and well-equipped.""";
",""Oh, this Y-squad hat looks cute. What does the """"Y"""" stand for I wonder… Yellow? Yam? Yoghurt…?""";
"#02758,""Isn't this weather just perfect for some mountain climbing?""";
",""Great mountains you have here. Well, I'll be on my way.""";
"#02759,""I came to these mountains in search of wisdom that can only be attained from nature...""";
",""Let's get checked in. Whoa, you have robots here? Hotels these days have such fancy gadgets.""";
"#02760,""Greetings. Thanks for playing my game. Well done getting this far.""";
",""I was floating in space, waiting for the Observatory to spot me. But they never did.""";
",""I got tired of waiting to be spotted, I came down here for a bit of skiing.""";
"#02761,""We're ready to start snowboard rentals. Yay!""";
"#02762,""We're ready to start sled rentals. Yay!""";
"#02763,""The news seems to have spread around already.""";
",""We should be getting guests interested in snowboarding soon.""";
"#02764,""The news seems to have spread around already.""";
",""We should be getting guests interested in sledding soon.""";
"#02765,""I've come from far away in search of inspiration.""";
",""I'm looking forward to skiing here, surrounded by the music of nature.""";
"#02766,""We have so much experience with production that we discovered a new <co=0070c0>processing technique</co>.""";
"#02767,""As we research, we'll learn to produce new <co=0070c0>materials</co>.""";
",""To process <co=0070c0>materials</co>, go to the <co=0070c0>Products</co> menu.""";
"#02768,""Hello! A contest is going to be held here at your resort, isn't it?""";
",""If you could please use productos with my logo to help me promote my business, that'd be great!""";
"#02769,""Hello! A contest is going to be held here at your resort, isn't it?""";
",""Please, take this and do me proud! I really want to see you win.""";
"#02770,""Hello! A contest is going to be held here at your resort, isn't it?""";
",""I'll provide you with some goods free of charge. It will help me promote my brand, you see.""";
"#02771,""Hello! A contest is going to be held here at your resort, isn't it?""";
",""I want to see you guys win, so here, take this!""";
"#02772,""Hello! A contest is going to be held here at your resort, isn't it?""";
",""Please use my brand's productos and help me get our name out there!""";
"#02773,""The contest will start soon… Please take this. I hope it helps.""";
"#02774,""$***£&&&^**£<br>(Hello.)""";
",""**$$***""""&**%*<br>(Well then!)""";
"#02775,""I was going to the coast for a fishing trip but must have taken a wrong turn and ended up here instead.""";
",""I'll see what you have here and then try to figure out how to get to that darn coast...""";
"#02776,""I haven't been exercising much lately, so I went out for a jog and somehow jogged all the way here.""";
",""This resort has everything I need to keep fit, so I think I'll be coming here from now on.""";
"#02777,""My friends and I wanted to spend some time together before we graduate, so we came here.""";
",""We have all these vouchers, so we should save a lot of money! Huh? Only one voucher at a time?""";
"#02778,""I'm going to win the award for the best holiday poster... You have the best scenery here!""";
",""Yes, this is going to be exactly what I need... *snap snap*""";
"#02779,""I've been doing something of a ski resort crawl.""";
",""So, let's try yours now. Don't worry if I fall over. It's all intentional.""";
"#02780,""Uh... Truth be told, I came here to hide from my draconian editor.""";
",""I can relax here, and take my time planning my next novel. Please don't tell anyone I'm here!""";
"#02781,""My granddaughter got obsessed with skiing and comes out here a lot. I came to check on her.""";
",""It's so very tiring to be chasing my granddaughter at my age… I'll take a break at your hotel.""";
"#02782,""It's been decades since I started working at the canteen, and finally I'm seeing the appeal of skiing.""";
",""I do sit ups every morning, so I'm in pretty good form.""";
"#02783,""Your ad caught my attention, so I took a taxi and came all the way here from the city.""";
",""Let me show you some of my newest inventions... Heh heh heh.""";
"#02784,""Hello. Oil trading has tired me out, so I came here on vacation.""";
",""I see you have a neat ski course. I know a thing or two about skiing from the video games I play.""";
"#02785,""Incredible work, developing this mountain into a fantastic resort.""";
",""Since you've found me, I'll move into the town and help out with management and stuff.""";
"#02786,""Groaar?""";
",""Grrraaaaaaoooorgh!<br>Graaaraaaraaa!""";
",""Oh, sorry. It's just my stomach. Which way is the restroom?""";
"#02787,""Teehee, well hello bear…""";
",""Incredible work, developing this mountain into a fantastic resort.""";
",""Well, since you've found me, I'll hang around your resort and maybe even try out skiing.""";
"#02788,""Hello! Congratulations on winning the contest!""";
",""Would a facility which can <co=0070c0>upgrade skis </co>interest you? It may give us an edge in future contests.""";
",""Investiga it whenever you want.""";
"#02789,""We've come across a <co=0070c0>strange metal box </co>at the ski course. It looks old.""";
"#02790,""Let's see what's inside... An <co=0070c0>top shelf can</co> of preserved food. Hmm. It's still seems edible.""";
"#02791,""Let's see what's inside… It seems to be a diagram of a <co=0070c0>Piggy Statue</co>.""";
"#02792,""Let's see what's inside… It seems to be a diagram of a <co=0070c0>Duck Statue</co>.""";
"#02793,""Let's see what's inside… It seems to be a diagram of a <co=0070c0>Penguin Statue</co>.""";
"#02794,""Let's see what's inside… It seems to be a diagram of a <co=0070c0>Hand Statue</co>.""";
"#02795,""Let's see what's inside… It seems to be a diagram of a <co=0070c0>Flan Statue</co>.""";
"#02796,""Boss, we've made all <co=0070c0>Auto-Vendor </co>productos now. Good job us!""";
",""Canned juice was really the best… Oh, by the way. I got you this little gift for the occasion.""";
"#02797,""Boss, we've made all <co=0070c0>Eat Wild Shop </co>productos now. Good job us!""";
",""Those wild vegetables were all the rage. By the way, I got you this little gift for the occasion.""";
"#02798,""Boss, we've made all <co=0070c0>Buffet </co>productos now. Good job us!""";
",""I love all you can eat buffets. Oh, by the way, I got you this little gift for the occasion.""";
"#02799,""Boss, we've made all <co=0070c0>Curry House </co>productos now. Good job us!""";
",""You must really like curry. By the way, I got you this little gift for the occasion.""";
"#02800,""Boss, we've made all <co=0070c0>Ramen Restaurant </co>productos now. Good job us!""";
",""Ramen noodles are the best. Oh, by the way. I got you this little gift for the occasion.""";
"#02801,""Boss, we've made all <co=0070c0>Crepe Shop </co>productos now. Good job us!""";
",""Their crepes really are amazing. Oh, by the way. I got you this little gift for the occasion.""";
"#02802,""Boss, we've made all <co=0070c0>Donut Stall </co>productos now. Good job us!""";
",""Those donuts are addictive… Oh, by the way. I got you this little gift for the occasion.""";
"#02803,""Boss, we've made all <co=0070c0>Café </co>productos now. Good job us!""";
",""Their coffee really perks me up! Oh, by the way. I got you this little gift for the occasion.""";
"#02804,""Boss, we've made all <co=0070c0>Souvenir Stall </co>productos now. Good job us!""";
",""It's an amazing feat, so I got you this to make the day even more special.""";
"#02805,""I can't believe it! We got to the <co=0070c0>top rank</co>!""";
"#02806,""Well, if anyone could do it, it would be you. Here, take this. You deserve it!""";
"#02807,""We won every single <co=0070c0>contest</co> there is! Someone pinch me, please.""";
"#02808,""It really shows what a good resort manager you are! Here, this is for you. A well-earned reward.""";
"#02809,""You've discovered every single <co=0070c0>guest</co>!""";
"#02810,""Boss, thanks to our expert <co=0070c0>advertising</co>, we've targeted all age groups.""";
",""It's an amazing feat, so I got you this to make the day even more special.""";
"#02811,""Since we got the floodlights installed, it's now possible to <co=0070c0>ski at night</co>. Terrific job!""";
"#02812,""Let's make sure the whole course is well-lit. When it's too dark, skiers are likely to <co=0070c0>fall over</co>.""";
"#02813,""It's too dark to continue skiing, so our <co=0070c0>business hours are over</co>.""";
"#02814,""We can now focus on building facilities. Go to Products and then <co=0070c0>Investiga </co>to see what we can make.""";
"#02815,""Why not get some more facilities for the resort?""";
"#02816,""Boss, good news! It's the start of a new season!""";
"#02817,""It's the last season. <co=0070c0>Clear Points</co> will be calculated after June next year.""";
",""So this is our last spurt! Let's try to get as many points as possible.""";
"#02818,""Our expertise with <co=0070c0>mogul courses </co>has increased.""";
"#02819,""I think we can handle building more!""";
"#02820,""Our expertise with <co=0070c0>kickers </co>has increased.""";
"#02821,""Our expertise with <co=0070c0>ski jumps </co>has increased.""";
"#02822,""Our expertise with ski course <co=0070c0>illumination</co> has increased.""";
"#02823,""I think we can handle installing more!""";
"#02824,""It has been suggested that we set up an <co=0070c0>Assembly Point</co> for all the hikers who climb the mountain.""";
"#02825,""It may help us get more tourists in the summer. Let's research it!""";
"#02826,""The sponsors love us! The <co=0070c0>number of contracts</co> we can have at the same time has increased.""";
"#02827,""Our research expertise has increased, so we can now have <co=0070c0>more research projects at once</co>.""";
"#02828,""Well done, we've been open for 8 years. This ends the main portion of the game.""";
",""Your Clear Points will now be calculated.""";
"#02829,""You have<co=0070c0> <0></co> total Clear Points.""";
",""Congratulations!<br>You've beaten your high score!""";
",""Challenge yourself to try and beat it in your next playthrough.""";
",""You can continue playing, but it will not count towards your score. It's still fun, though!""";
"#02830,""You have <co=0070c0><0></co> total Clear Points.""";
",""You haven't beaten your high score, better luck next time.""";
",""Challenge yourself to try and beat it in your next playthrough.""";
",""You can continue playing, but it will not count towards your score. It's still fun, though!""";
"#02831,""You can change your assistant's outfit by tapping the icon to my side. Heh heh.""";
"#02832,""<co=0070c0><team></co> has grown into a full-fledged ski resort over the past four years.""";
"#02833,""Why don't we take a photo of it to share with the world?""";
"#02834,""Your progress will be <co=0070c0>saved </co>when taking a photo. If you don't want to do it, tap <co=0070c0>Back</co>.""";
"#02835,""I have a gift for you I was holding for this exact occasion... Well, pick an area to <co=0070c0>take a photo</co> of.""";
"#02836,""It came out really nice! I want a copy to put on the wall in my room.""";
"#02837,""Here's a gift for taking your first photo of the ski resort. You can take more photos at any time.""";
"#02838,""Heh heh heh. Welcome to my shop.""";
",""Here you can purchase various special goods for real money.""";
",""You can get them by playing the game, but why wait? Here, you'll be supporting my company with your coin.""";
"#02839,""Heh heh heh. Welcome.""";
"#02840,""Come again. Heh heh heh.""";
"#02841,""What an excellent choice. This is a rare product which speeds up your game.""";
",""But we suggest enjoying your first playthrough at regular speed.""";
"#02842,""Ah, you have a good eye. This nifty statue can be placed on ski courses.""";
",""Then you could take photos of it to share via Twitter or something...""";
",""And all your friends are guaranteed to be impressed. Heh heh.""";
"#02843,""Oh, nice, isn't it? This can change the appearance of your assistant.""";
",""Why would you want to do that? Well, it's always good to have options.""";
",""100% of my profits go towards the next great game by my company, of course.""";
",""So as you can see, there are multiple benefits to buying it. Heh heh.""";
"#02844,""A shop you can trust. Wairo Shop offers free items to those who satisfy certain requirements...""";
",""Visit my shop to get Wairo Vouchers.""";
",""Heh heh heh.""";
"#02845,""Congratulations. You did it, you earned a Wairo Voucher.""";
",""Please visit my shop.""";
",""Heh heh heh.""";
"#02846,""I changed into the new outfit. Well, back to work!""";
"#02847,""Huh? There's no equipment I can use.""";
",""You should research snowboards or sleds, you know?""";
"#02848,""Ah, this is an excellent product, if I may say so. It would make a great addition to your hotel.""";
",""It might be a good idea to take a screenshot with this nifty statue and share it via Twitter.""";
",""I can't imagine your friends not<br>being impressed, heh heh heh.""";
"#02849,""Shiny Ski Resort""";
"#02850,""<co=14ff14>✓ """;
"#02851,""0-18""";
"#02852,""18-40""";
"#02853,""40-70""";
"#02854,""70+""";
"#02855,""Men""";
"#02856,""Women""";
"#02857,""Style""";
"#02858,""Body""";
"#02859,""Head""";
"#02860,""Face""";
"#02861,""Ear""";
"#02862,""Skill: """;
"#02863,""???""";
"#02864,""Pumpkin Products staff nearby.""";
"#02865,""Stock:""";
"#02866,""Costs:""";
"#02867,""+""";
"#02868,""Hmm…""";
"#02869,""=#01306""";
"#02870,""Rank <0>+""";
"#02871,""<2>:00 M<1> Y<0>""";
"#02872,""Restrictions:""";
"#02873,""<0> none""";
"#02874,""Funds""";
"#02875,""Victories""";
"#02876,""=#02347""";
"#02877,""Sponsor MAX""";
"#02878,""=#01325""";
"#02879,""Developed""";
"#02880,""=#02349""";
"#02881,""<0>G+""";
"#02882,""<0>+""";
"#02883,""<0>%+""";
"#02884,""=MID(#02882,1,-1)&'+'""";
"#02885,""Ski Course Sales Ranking""";
"#02886,""Hotel Popularity Ranking""";
"#02887,""Ski Course Vibe Ranking""";
"#02888,""Sales""";
"#02889,""Hotel Popularity""";
"#02890,""Course Vibe""";
"#02891,""Popularity""";
"#02892,""Vibe""";
"#02893,""HP""";
"#02894,""Tech""";
"#02895,""App.""";
"#02896,""=MID(#02364,1,-1)&''""";
"#02897,""Board""";
"#02898,""=#02232""";
"#02899,""=#02293""";
"#02900,""Outfit""";
"#02901,""Hat""";
"#02902,""Goggles""";
"#02903,""Ear Warmers""";
"#02904,""<0> month(s) <1> hr""";
"#02905,""<0> month(s)""";
"#02906,""<0> hr""";
"#02907,""Fee""";
"#02908,""=#00797""";
"#02909,""Chimpan Boy""";
"#02910,""=#00799""";
"#02911,""=#00753""";
"#02912,""<co=1414ff>Normal""";
"#02913,""<co=ff0000>Hard""";
"#02914,""Entrance""";
"#02915,""Interior""";
"#02916,""Exterior""";
"#02917,""Authenticating...""";
"#02918,""Could not start up app.<br>If your device is rooted, please unroot it.""";
"#02919,""<0><br>Error code: <1>""";
"#02920,""<0><br>Send error information<br>to help us resolve issues?<br>(*No personal information will be sent.)""";
"#02921,""[Prev. Score]""";
"#02922,""Facility""";
"#02923,""Environ.""";
"#02924,""Course""";
"#02925,""=#01122""";
"#02926,""Achievement unlocked""";
"#02927,""Not enough rooms""";
"#02928,""Not enough lockers""";
"#02929,""Can rank up""";
"#02930,""Developing""";
"#02931,""Need more <0>""";
"#02932,""You don't have any of those left!""";
"#02933,""Can't move entrance""";
"#02934,""Swap the facilities?""";
"#02935,""Check out my Shiny Ski Resort!<br>#Kairosoft<br>""";
"#02936,""Will lose access to the ski course""";
"#02937,""The last <0><br>cannot be removed""";
"#02938,""The last lift<br>cannot be removed""";
"#02939,""Will lose access to the hotel""";
"#02940,""=#02936""";
"#02941,""No areas to develop""";
"#02942,""Will replace facility""";
"#02943,""Altitude: <0>ft <1>""";
"#02944,""Move <co=1919ff><0>""";
"#02945,""Move <co=1919ff>from</co> where?""";
"#02946,""Move <co=ff0000>to</co> where?""";
"#02947,""Place <0> from where?""";
"#02948,""Finish where?""";
"#02949,""Remove which part?""";
"#02950,""Select starting point""";
"#02951,""Select end point""";
"#02952,""Build <0>""";
"#02953,""=#02914""";
"#02954,""=#02924""";
"#02955,""Doesn't connect""";
"#02956,""Guests:""";
"#02957,""Predicted Seasonal Sales:""";
"#02958,""Sales:""";
"#02959,""Falls:""";
"#02960,""Not Ranked""";
"#02961,""=MID(#02870,1,-1)&''""";
"#02962,""Materials collected from facilities.""";
"#02963,""=MID(#02881,1,-1)&''""";
"#02964,""To Goal""";
"#02965,""Stamina""";
"#02966,""Energy""";
"#02967,""EXP Gained""";
"#02968,""EXP""";
"#02969,""…""";
"#02970,""Sponsor Effects""";
"#02971,"" + <0> Skill Pt""";
"#02972,""Trick Points""";
"#02973,""Viewership Points""";
"#02974,""Sponsored Items""";
"#02975,""Rank Bonus""";
"#02976,""Rank <0> x <1>""";
"#02977,""Friendliness""";
"#02978,""Withdraw?""";
"#02979,""Play Points""";
"#02980,""Which ranking""";
"#02981,""do you want to see?""";
"#02982,""<0> Ranking""";
"#02983,""#<0>/<0>""";
"#02984,""Online Ranking""";
"#02985,""Max Play Points""";
"#02986,""Top Funds by Y<0>""";
"#02987,""(No Record)""";
"#02988,""An error has occurred.""";
"#02989,""Send Report Data""";
"#02990,""Send All""";
"#02991,""Enter support code""";
"#02992,""DEBUG""";
"#02993,""Download """"save.bin""""?""";
"#02994,""Yes\tNo""";
"#02995,""Sending everything""";
"#02996,""Send inquiry data?<br>Personal information will not be sent.""";
"#02997,""Data sent. Thank you!<br>Be sure to contact our<br>support staff with all<br>the details.""";
"#02998,""Error""";
"#02999,""Incompatible data detected""";
"#03000,""Overwrite system data?""";
"#03001,""Failed""";
"#03002,""File not found.""";
"#03003,""Data received. <0>""";
"#03004,""<br>Closing app.""";
"#03005,""No corresponding data found.""";
"#03006,""Receiving data...""";
"#03007,""Graphics""";
"#03008,""High""";
"#03009,""Med""";
"#03010,""Low""";
"#03011,""By Skills""";
"#03012,""By Level""";
"#03013,""By Stats""";
"#03014,""Too cold!""";
"#03015,""Freezing...""";
"#03016,""Brrr...""";
"#03017,""Not bad""";
"#03018,""Nice""";
"#03019,""Perfect!""";
"#03020,""Affects HP usage and speed""";
"#03021,""Affects how much they shop""";
"#03022,""Is reduced when facilities are used""";
"#03023,""Reduced when gliding/jumping""";
"#03024,""Recovers HP until belly is empty""";
"#03025,""Recovers HP until throat is dry""";
"#03026,""Increases Tech and Appeal when high""";
"#03027,""Facility use fills bar. +Funds when full.""";
"#03028,""=#01266""";
"#03029,""=#02349""";
"#03030,""Save failed [<0>] <1>""";
"#03031,""=#01284""";
"#03032,""=#02350""";
"#03033,""Products""";
"#03034,""Upgrade""";
"#03035,""=#01306""";
"#03036,""=#01304""";
"#03037,""=#01286""";
"#03038,""Rank UP""";
"#03039,""Wairo Shop""";
"#03040,""Info""";
"#03041,""=#01266""";
"#03042,""Facilities""";
"#03043,""Materials""";
"#03044,""=#02349""";
"#03045,""Settings""";
"#03046,""Quit Game""";
"#03047,""Worn""";
"#03048,""=#02347""";
"#03049,""<0>/<1> Complete""";
"#03050,""No achievements""";
"#03051,""Customer Base""";
"#03052,""<0> used <1> time(s)""";
"#03053,""<0> Fans""";
"#03054,""Total: <0>""";
"#03055,""Popularity surge!""";
"#03056,""For Frenzy: <0>""";
"#03057,""Male""";
"#03058,""Female""";
"#03059,""This ad seems to have no effect.""";
"#03060,""Good weather! Ad 20% more effective!""";
"#03061,""Compared to last season: <0><1>""";
"#03062,""Balance""";
"#03063,""<0> Balance""";
"#03064,""Monthly""";
"#03065,""<co=ff0000>Yearly""";
"#03066,""Income""";
"#03067,""Expenses""";
"#03068,""Guest Info""";
"#03069,""Rental Equipment Overview""";
"#03070,""Food""";
"#03071,""Drink""";
"#03072,""Satisfac.""";
"#03073,""<0> Equipment""";
"#03074,""Promote the resort to draw in guests!""";
"#03075,""Active Ads: <0>""";
"#03076,""=#03056""";
"#03077,""<0> Info""";
"#03078,""Played:""";
"#03079,""Race Records""";
"#03080,""Best Time""";
"#03081,""No records set""";
"#03082,""Rankings""";
"#03083,""No data""";
"#03084,""<0> installed""";
"#03085,""Sold out!""";
"#03086,""Remove facility""";
"#03087,""Move facility""";
"#03088,""Develop land and get <co=1414ff>materials""";
"#03089,""Develop""";
"#03090,""<0> lift(s) available to be built""";
"#03091,""=#01266""";
"#03092,""Total <0>""";
"#03093,""<0> Overview""";
"#03094,""No. Built""";
"#03095,""<co=1414ff>Total</co> types: <0>""";
"#03096,""Location""";
"#03097,""Max Altitude:""";
"#03098,""Speed:""";
"#03099,""You have <co=1919ff><0>""";
"#03100,""=#02345""";
"#03101,""In hotel: <0>""";
"#03102,""On course: <0>""";
"#03103,""<0> Rankings""";
"#03104,""Tap to move facility""";
"#03105,""#<0> <1>""";
"#03106,""Facility Upgrade""";
"#03107,""Products / <0>""";
"#03108,""Upgrade <0>""";
"#03109,""=#03033""";
"#03110,""Used""";
"#03111,""No materials""";
"#03112,""Upgrade cost: <0>""";
"#03113,""Use <0> for a <co=1414ff>free</co> upgrade""";
"#03114,""Facility Info""";
"#03115,""Most pop.""";
"#03116,""More Interest means greater Satisfaction""";
"#03117,""Interest in <0>""";
"#03118,""Customer Info""";
"#03119,""Affects on <0>""";
"#03120,""Effect on Interest""";
"#03121,""Combo Details""";
"#03122,""No facilities with a special effect""";
"#03123,""Rentable Equipment""";
"#03124,""Can upgrade equipment with <co=1414ff><0>""";
"#03125,""Upgrade / Products""";
"#03126,""=#03034""";
"#03127,""Sold at Wairo Shop""";
"#03128,"" / """;
"#03129,""Sponsor Evaluation""";
"#03130,""Contract Evaluation""";
"#03131,""Evaluation""";
"#03132,""Reward Details""";
"#03133,""Sponsor Fee""";
"#03134,""<0> brand""";
"#03135,""Make new productos using materials.""";
"#03136,""<0>/<1> Types""";
"#03137,""<0> more to unlock""";
"#03138,""Guests coming to <0>""";
"#03139,""Toggle Info""";
"#03140,""Select Equipment""";
"#03141,""Remove""";
"#03142,""Got <0> EXP!""";
"#03143,""Stats have gone up!""";
"#03144,""Went from Lv<0> to Lv <1>""";
"#03145,""Max Level""";
"#03146,""Sell <co=1414ff><0></co> more to level up""";
"#03147,""=#03077""";
"#03148,""Complete""";
"#03149,""Missing mat.""";
"#03150,""=#03033""";
"#03151,""<0> List <1>/<2> Types""";
"#03152,""Obtained Materials""";
"#03153,""Owned""";
"#03154,""Not obtained""";
"#03155,""Materials:""";
"#03156,""Not discovered""";
"#03157,""Obtainable""";
"#03158,""Available""";
"#03159,""Process raw materials into new ones!""";
"#03160,""Process materials for research projects""";
"#03161,""<0> (<1> owned)""";
"#03162,""Can't own more""";
"#03163,""Complete!""";
"#03164,""=#01308""";
"#03165,""Max Funds""";
"#03166,""What shall we research?""";
"#03167,""Investiga new facilities and items.""";
"#03168,""Projects available to run: <0>/<1>""";
"#03169,""Not started""";
"#03170,""Staff:""";
"#03171,""Material <0>: <1>""";
"#03172,""Cost:""";
"#03173,""Can be done any number of times.""";
"#03174,""Make""";
"#03175,""Funds too low""";
"#03176,""Rank too low""";
"#03177,""Materials missing""";
"#03178,""Investiga Result""";
"#03179,""=#01284""";
"#03180,""complete!""";
"#03181,""Lift Shafts""";
"#03182,""=MID(#02882,1,-1)&''""";
"#03183,""Speed""";
"#03184,""Faster lifts cost more""";
"#03185,""Change Lift""";
"#03186,""Change Lifts""";
"#03187,""Rank UP Reward""";
"#03188,""Sponsor Reward""";
"#03189,""Here are your rewards!""";
"#03190,""Effect UP""";
"#03191,""Racer""";
"#03192,""✓""";
"#03193,"" Left: <0>""";
"#03194,""=#00399""";
"#03195,""Producing <0>""";
"#03196,""No contract""";
"#03197,""Contracted""";
"#03198,""There's a competition going on.<br>Come and join!""";
"#03199,"" Demo""";
"#03200,""Buy Items""";
"#03201,""<0> x <1>""";
"#03202,""Price""";
"#03204,""Buy""";
"#03205,""Enter Contest""";
"#03206,""Organizer: <0>""";
"#03207,""Rank --""";
"#03208,""Best: <0>""";
"#03209,""Difficulty: <0>      Length: <1>""";
"#03210,""Weather""";
"#03211,""Organizer's Comments<br><0>""";
"#03212,""Enter""";
"#03213,""Can't Enter""";
"#03214,""Select Racer""";
"#03215,""Select a racer for the contest.""";
"#03216,""Sex: <0>""";
"#03217,""Boosts""";
"#03218,""Skills available when interest reaches MAX.""";
"#03219,""Interest:""";
"#03220,""Can participate in contests""";
"#03221,""1st""";
"#03222,""2nd""";
"#03223,""3rd""";
"#03224,""Select Item""";
"#03225,""=#03103""";
"#03226,""Refreshed when season ends.""";
"#03227,""Rank up <0>""";
"#03228,""Rank Up!""";
"#03229,""Next rank""";
"#03230,""=#03172""";
"#03231,""=#03038""";
"#03232,""Ramen Bulletin<br>New Issue""";
"#03233,""Tap each rank to view rankings""";
"#03234,""Rank""";
"#03235,""Prev. <0><1>""";
"#03236,""Seasonal Ranking""";
"#03237,""=#01286""";
"#03238,""Sign a contract with a sponsor.""";
"#03239,""Contracts left: <0>""";
"#03240,""Current contracts: <0>""";
"#03241,""=#03197""";
"#03242,""Sign Contract""";
"#03243,""Combo Compendium""";
"#03244,""Can build""";
"#03245,""Can't build""";
"#03246,""In the hotel""";
"#03247,""Not in the hotel""";
"#03248,""Tap a facility to build it""";
"#03249,""Normal""";
"#03250,""<co=ff5000>Hard""";
"#03251,""Select Mode""";
"#03252,""Equipment & Items""";
"#03253,""Coldproofing: <0>""";
"#03254,""Items held""";
"#03255,""Go!""";
"#03256,""Rental""";
"#03257,""Upgrading""";
"#03258,""None owned""";
"#03259,""=#03234""";
"#03260,""=#01266""";
"#03261,""Guests (Month)""";
"#03262,""Guests (Year)""";
"#03263,""Sponsor Contracts""";
"#03264,""Dev. Staff""";
"#03265,""Max Lifts""";
"#03266,""=#01284""";
"#03267,""=#03033""";
"#03268,""Guests Found""";
"#03269,""Contest Victories""";
"#03270,""Max EXP Rate""";
"#03271,""=MID(#02882,1,-1)&''""";
"#03272,""=#02347""";
"#03273,""<0> \t<1>""";
"#03274,""=#03273""";
"#03275,""=#03273""";
"#03276,""Land development sped up<br>thanks to quicker tree felling.""";
"#03277,""Land development sped up<br>thanks to quicker rock removal.""";
"#03278,""More land developers. More<br>areas can be developed at once.""";
"#03279,""Production""";
"#03280,""Management""";
"#03281,""Tips & Tricks""";
"#03282,""New!<br><0> now on sale!""";
"#03283,""<0><br>received""";
"#03284,""Racer List""";
"#03285,""Edit Eqp.""";
"#03286,""Save failed""";
"#03287,""Tap <co=46c83c>green tiles</co> to develop""";
"#03288,""New version available.<br>Please restart the app.""";
"#03289,""Close App\tLater""";
"#03290,""<co=1414ff>Discovered </co><0>""";
"#03291,""No projects to research...""";
"#03292,""Replace <0><br>with <1>?""";
"#03293,""Head to Kairo Park""";
"#03294,""Quit the game and<br>""";
"#03295,""return to<br>the title screen.""";
"#03296,""No contests""";
"#03297,""No available racers""";
"#03298,""No items""";
"#03299,""Max rank reached""";
"#03300,""Requirements not met""";
"#03301,""No sponsors""";
"#03302,""Ski Course Name""";
"#03303,""Can't upgrade more""";
"#03304,""Photo Mode""";
"#03305,""Load failed.<br><0><br>Send error information to help<br>us resolve issues?<br>(No personal information will be sent.)""";
"#03306,""Load New Game+ data?""";
"#03307,""Start Game""";
"#03308,""Demo""";
"#03309,""Season <0> M<1> <2>:<3>""";
"#03310,""New Game""";
"#03311,""Get by developing land""";
"#03312,""<co=ff0000>Chainsaw </co>needed""";
"#03313,""<co=ff0000>Rock Crusher </co>needed""";
"#03314,""Total dev. cost <0>""";
"#03315,""<co=ff0000>Developing""";
"#03316,""Development<co=ff0000> blocked""";
"#03317,""Dev. cost <0>""";
"#03318,""Obtained""";
"#03319,""Wrong season""";
"#03320,""Auto-collected every month""";
"#03321,""Lift Info""";
"#03322,""Month Info""";
"#03323,""=MID(#02882,1,-1)&''""";
"#03324,""will be overwritten""";
"#03325,""Something's in the way""";
"#03326,""Restocked""";
"#03327,""=#01266""";
"#03328,""=#02874""";
"#03329,""<0><br>obtained!""";
"#03330,""<0><br>x <1> obtained!""";
"#03331,""=#03330""";
"#03332,""=#03201""";
"#03333,""<0> x <1><br>(Contest-only)""";
"#03334,""<0> x <1> (Contest-only)""";
"#03335,""<br> x <0>""";
"#03336,""Discovered <0>""";
"#03337,""Ad <0>""";
"#03338,""Choice of <0><br>increased.""";
"#03339,""=#02863""";
"#03340,""<co=1414ff><0> </co>Funds UP""";
"#03341,""<co=1414ff><0> </co>Interest MAX""";
"#03342,""All ages""";
"#03343,""<0> Leveled Up!""";
"#03344,""Slow""";
"#03345,""=#03249""";
"#03346,""Fast""";
"#03347,""Very Fast""";
"#03348,""=#03010""";
"#03349,""<co=1414ff>Mid""";
"#03350,""<co=ff2600>High""";
"#03351,""<co=8c14dc>V. <co=ff2600>High""";
"#03352,""<0><co=1414ff> Combo</co> Found""";
"#03353,""Temp.""";
"#03354,""Monthly Report""";
"#03355,""=#02888""";
"#03356,""=#01266""";
"#03357,""<0> → <1><2>""";
"#03358,""=#01258""";
"#03359,""=#01260""";
"#03360,""Ending""";
"#03361,""Contests unlocked""";
"#03362,""Investiga unlocked""";
"#03363,""Sponsors unlocked""";
"#03364,""Development unlocked""";
"#03365,""Processing unlocked""";
"#03366,""Products unlocked""";
"#03367,""Opened Rank Up page (new)""";
"#03368,""Night skiing unlocked""";
"#03369,""Hard Mode""";
"#03370,""Built Upgrader""";
"#03371,""Photo Request""";
"#03372,""Merry Hills""";
"#03373,""Management -> <co=1414ff>Contests""";
"#03374,""Production -> <co=1414ff>Investiga""";
"#03375,""Production -> <co=1414ff>Products""";
"#03376,""Production -> <co=1414ff>Processing""";
"#03377,""Production -> <co=1414ff>Upgrade""";
"#03378,""Management -> <co=1414ff>Rank UP""";
"#03379,""Management -> <co=1414ff>Sponsors""";
"#03380,""Build -> <co=1414ff>Develop""";
"#03381,""Install Fees""";
"#03382,""=#01284""";
"#03383,""Ad Fees""";
"#03384,""Dev. Cost""";
"#03385,""Other""";
